sol,instance,strategy,seed,feasible,worst_bound,worst_int,worst_row_rel,obj_recomputed,obj_reported,obj_rel_err,unknown_vars
load_balancing_9900__A:rules__s1.json.gz,load_balancing_9900.mps.gz,A:rules,1,True,3.885780586188048e-16,3.219646771412954e-15,8.05315228354656e-14,668.0,668.0,0.0,0
load_balancing_9901__A:bandit__s0.json.gz,load_balancing_9901.mps.gz,A:bandit,0,True,6.106226635438361e-16,0.0,1.7069489709768484e-14,757.0,757.0,0.0,0
load_balancing_9901__A:bandit__s1.json.gz,load_balancing_9901.mps.gz,A:bandit,1,True,2.220446049250313e-16,0.0,1.081219587846029e-14,758.0,758.0,0.0,0
load_balancing_9901__A:default__s0.json.gz,load_balancing_9901.mps.gz,A:default,0,True,6.106226635438361e-16,0.0,1.7069489709768484e-14,757.0,757.0,0.0,0
load_balancing_9901__A:default__s1.json.gz,load_balancing_9901.mps.gz,A:default,1,True,2.220446049250313e-16,0.0,1.081219587846029e-14,758.0,758.0,0.0,0
load_balancing_9901__A:rules__s0.json.gz,load_balancing_9901.mps.gz,A:rules,0,True,6.106226635438361e-16,0.0,1.7069489709768484e-14,757.0,757.0,0.0,0
load_balancing_9901__A:rules__s1.json.gz,load_balancing_9901.mps.gz,A:rules,1,True,2.220446049250313e-16,0.0,1.081219587846029e-14,758.0,758.0,0.0,0
load_balancing_9902__A:bandit__s0.json.gz,load_balancing_9902.mps.gz,A:bandit,0,True,1.0547118733938987e-15,0.0,1.741910078301259e-14,750.0,750.0,0.0,0
load_balancing_9902__A:bandit__s1.json.gz,load_balancing_9902.mps.gz,A:bandit,1,True,3.1086244689504383e-15,0.0,7.945399901044362e-15,751.0,751.0,0.0,0
load_balancing_9902__A:default__s0.json.gz,load_balancing_9902.mps.gz,A:default,0,True,1.0547118733938987e-15,0.0,1.741910078301259e-14,750.0,750.0,0.0,0
load_balancing_9902__A:default__s1.json.gz,load_balancing_9902.mps.gz,A:default,1,True,3.1086244689504383e-15,0.0,7.945399901044362e-15,751.0,751.0,0.0,0
load_balancing_9902__A:rules__s0.json.gz,load_balancing_9902.mps.gz,A:rules,0,True,1.0547118733938987e-15,0.0,1.741910078301259e-14,750.0,750.0,0.0,0
load_balancing_9902__A:rules__s1.json.gz,load_balancing_9902.mps.gz,A:rules,1,True,3.1086244689504383e-15,0.0,7.945399901044362e-15,751.0,751.0,0.0,0
load_balancing_9903__A:bandit__s0.json.gz,load_balancing_9903.mps.gz,A:bandit,0,True,3.191891195797325e-16,4.440892098500626e-16,4.831390845958466e-14,682.0,682.0,0.0,0
load_balancing_9903__A:bandit__s1.json.gz,load_balancing_9903.mps.gz,A:bandit,1,True,5.551115123125783e-17,0.0,2.7852706885110504e-14,681.0,681.0,0.0,0
load_balancing_9903__A:default__s0.json.gz,load_balancing_9903.mps.gz,A:default,0,True,3.191891195797325e-16,4.440892098500626e-16,4.831390845958466e-14,682.0,682.0,0.0,0
load_balancing_9903__A:default__s1.json.gz,load_balancing_9903.mps.gz,A:default,1,True,5.551115123125783e-17,0.0,2.7852706885110504e-14,681.0,681.0,0.0,0
load_balancing_9903__A:rules__s0.json.gz,load_balancing_9903.mps.gz,A:rules,0,True,3.191891195797325e-16,4.440892098500626e-16,4.831390845958466e-14,682.0,682.0,0.0,0
